OSM ID,Highway Type,Buffer Distance (km),Original Global Efficiency,New Global Efficiency,Change in Efficiency
31030379,motorway,25,0.000849248,0.000844344,-4.90E-06
31030379,motorway,30,0.00068789,0.000684342,-3.55E-06
31030379,motorway,35,0.000665459,0.00066233,-3.13E-06
31030379,motorway,40,0.000665975,0.00066525,-7.25E-07
31030379,motorway,45,0.000565738,0.00056516,-5.77E-07
31030379,motorway,50,0.000539421,0.000538907,-5.13E-07
31030379,motorway,60,0.00045043,0.000450095,-3.35E-07
31030379,motorway,5,0.005242015,0.005192822,-4.92E-05
31030379,motorway,10,0.003113195,0.003111494,-1.70E-06
31030379,motorway,15,0.001588233,0.001587495,-7.38E-07
31030379,motorway,20,0.001114929,0.001109167,-5.76E-06
31030379,motorway,25,0.000849248,0.000844344,-4.90E-06
31030379,motorway,30,0.00068789,0.000684342,-3.55E-06
31030379,motorway,35,0.000665459,0.00066233,-3.13E-06
31030379,motorway,40,0.000665975,0.00066525,-7.25E-07
31030379,motorway,45,0.000565738,0.00056516,-5.77E-07
31030379,motorway,50,0.000539421,0.000538907,-5.13E-07
31030379,motorway,60,0.00045043,0.000450095,-3.35E-07
23750997,motorway,5,0.003711063,0.003698842,-1.22E-05
23750997,motorway,10,0.003976947,0.003974051,-2.90E-06
23750997,motorway,15,0.002853606,0.002853098,-5.08E-07
23750997,motorway,20,0.002273444,0.002259602,-1.38E-05
23750997,motorway,25,0.001831556,0.001820047,-1.15E-05
23750997,motorway,30,0.001503609,0.00149413,-9.48E-06
23750997,motorway,35,0.001156215,0.001148842,-7.37E-06
23750997,motorway,40,0.000961647,0.000960305,-1.34E-06
23750997,motorway,45,0.00067906,0.000678243,-8.16E-07
23750997,motorway,50,0.000582321,0.000581663,-6.58E-07
23750997,motorway,60,0.000452976,0.000452567,-4.08E-07
26371569,motorway,5,0.006547101,0.006537286,-9.81E-06
26371569,motorway,10,0.003509588,0.003497774,-1.18E-05
26371569,motorway,15,0.00314967,0.003133463,-1.62E-05
26371569,motorway,20,0.002599304,0.002585016,-1.43E-05
26371569,motorway,25,0.002406378,0.002390737,-1.56E-05
26371569,motorway,30,0.002065539,0.002054186,-1.14E-05
26371569,motorway,35,0.001529419,0.001517483,-1.19E-05
26371569,motorway,40,0.000995343,0.00098915,-6.19E-06
26371569,motorway,45,0.000848141,0.000843004,-5.14E-06
26371569,motorway,50,0.000686531,0.000685099,-1.43E-06
26371569,motorway,60,0.000516289,0.000515358,-9.31E-07
686173366,motorway,5,0.013024806,0.012710741,-0.000314065
686173366,motorway,10,0.005042142,0.005013529,-2.86E-05
686173366,motorway,15,0.00205102,0.002049918,-1.10E-06
686173366,motorway,20,0.001830943,0.001830313,-6.30E-07
686173366,motorway,25,0.001248642,0.00124825,-3.92E-07
686173366,motorway,30,0.00104127,0.00103613,-5.14E-06
686173366,motorway,35,0.000897981,0.000896821,-1.16E-06
686173366,motorway,40,0.000753968,0.000753057,-9.12E-07
686173366,motorway,45,0.000647112,0.000646337,-7.75E-07
686173366,motorway,50,0.000554452,0.000553772,-6.81E-07
686173366,motorway,60,0.00047288,0.000471479,-1.40E-06
31030379,motorway,5,0.005242015,0.005192822,-4.92E-05
31030379,motorway,10,0.003113195,0.003111494,-1.70E-06
31030379,motorway,15,0.001588233,0.001587495,-7.38E-07
31030379,motorway,20,0.001114929,0.001109167,-5.76E-06
31030379,motorway,25,0.000849248,0.000844344,-4.90E-06
31030379,motorway,30,0.00068789,0.000684342,-3.55E-06
31030379,motorway,35,0.000665459,0.00066233,-3.13E-06
31030379,motorway,40,0.000665975,0.00066525,-7.25E-07
31030379,motorway,45,0.000565738,0.00056516,-5.77E-07
31030379,motorway,50,0.000539421,0.000538907,-5.13E-07
31030379,motorway,60,0.00045043,0.000450095,-3.35E-07
107100028,motorway,5,0.031452465,0.029097632,-0.002354832
107100028,motorway,10,0.005742016,0.005664445,-7.76E-05
107100028,motorway,15,0.003386302,0.003358848,-2.75E-05
107100028,motorway,20,0.003317859,0.003291213,-2.66E-05
107100028,motorway,25,0.002703728,0.00268691,-1.68E-05
107100028,motorway,30,0.001945245,0.00193328,-1.20E-05
107100028,motorway,35,0.001335239,0.001327942,-7.30E-06
107100028,motorway,40,0.001107618,0.001100801,-6.82E-06
107100028,motorway,45,0.000949209,0.000943608,-5.60E-06
107100028,motorway,50,0.000721751,0.000717658,-4.09E-06
107100028,motorway,60,0.000650904,0.000647566,-3.34E-06
120866393,track,5,0.004464508,0.004449451,-1.51E-05
120866393,track,10,0.002893636,0.002893107,-5.30E-07
120866393,track,15,0.001824393,0.001824108,-2.85E-07
120866393,track,20,0.001091248,0.001091134,-1.14E-07
120866393,track,25,0.000704573,0.000704515,-5.79E-08
120866393,track,30,0.000552271,0.000552233,-3.87E-08
120866393,track,35,0.000568511,0.000568482,-2.86E-08
120866393,track,40,0.000412875,0.000412857,-1.77E-08
120866393,track,45,0.000484877,0.000484869,-8.54E-09
120866393,track,50,0.000522881,0.000522875,-5.24E-09
120866393,track,60,0.000455422,0.00045542,-2.67E-09
32352251,motorway,5,0.005669314,0.005645186,-2.41E-05
32352251,motorway,10,0.001640147,0.001638523,-1.62E-06
32352251,motorway,15,0.001224991,0.001224047,-9.43E-07
32352251,motorway,20,0.000907602,0.000906937,-6.66E-07
32352251,motorway,25,0.000740114,0.000739671,-4.44E-07
32352251,motorway,30,0.000623064,0.000622643,-4.21E-07
32352251,motorway,35,0.000577706,0.000577329,-3.76E-07
32352251,motorway,40,0.00062057,0.00062035,-2.20E-07
32352251,motorway,45,0.000656825,0.000653091,-3.73E-06
32352251,motorway,50,0.00064797,0.000644877,-3.09E-06
32352251,motorway,60,0.000562867,0.000560706,-2.16E-06
108386122,secondary,5,0.01262859,0.012445362,-0.000183229
108386122,secondary,10,0.002813981,0.002800098,-1.39E-05
108386122,secondary,15,0.00176815,0.001763347,-4.80E-06
108386122,secondary,20,0.001789031,0.001787145,-1.89E-06
108386122,secondary,25,0.001497976,0.001497179,-7.97E-07
108386122,secondary,30,0.000834142,0.000833899,-2.43E-07
108386122,secondary,35,0.000662655,0.000662537,-1.18E-07
108386122,secondary,40,0.00057089,0.000570799,-9.11E-08
108386122,secondary,45,0.000447629,0.000447571,-5.76E-08
108386122,secondary,50,0.000400775,0.000400732,-4.25E-08
108386122,secondary,60,0.00041984,0.000419822,-1.82E-08
464561824,track,5,0.00276697,0.002766439,-5.31E-07
464561824,track,10,0.001913853,0.001913551,-3.02E-07
464561824,track,15,0.001220823,0.001220696,-1.26E-07
464561824,track,20,0.001098111,0.001098041,-6.93E-08
464561824,track,25,0.000944613,0.000944564,-4.91E-08
464561824,track,30,0.001021309,0.001021292,-1.66E-08
464561824,track,35,0.000896833,0.000896824,-9.05E-09
464561824,track,40,0.000829459,0.000829455,-4.06E-09
464561824,track,45,0.000855446,0.000855443,-3.33E-09
464561824,track,50,0.000749529,0.000749527,-2.34E-09
464561824,track,60,0.000602239,0.000602238,-1.20E-09
358389646,secondary,5,0.004122714,0.004102709,-2.00E-05
358389646,secondary,10,0.002707712,0.002698328,-9.38E-06
358389646,secondary,15,0.001923357,0.001921455,-1.90E-06
358389646,secondary,20,0.001487436,0.001486444,-9.92E-07
358389646,secondary,25,0.000896657,0.000896465,-1.92E-07
358389646,secondary,30,0.000775564,0.000775441,-1.23E-07
358389646,secondary,35,0.000698923,0.000698823,-9.99E-08
358389646,secondary,40,0.000536312,0.000536247,-6.48E-08
358389646,secondary,45,0.00047742,0.000477376,-4.47E-08
358389646,secondary,50,0.000444422,0.0004444,-2.18E-08
358389646,secondary,60,0.000456211,0.000456199,-1.21E-08
306578527,motorway,5,0.002465161,0.002463482,-1.68E-06
306578527,motorway,10,0.001750794,0.001748273,-2.52E-06
306578527,motorway,15,0.001135677,0.001134398,-1.28E-06
306578527,motorway,20,0.001014552,0.001013663,-8.88E-07
306578527,motorway,25,0.001386611,0.001380383,-6.23E-06
306578527,motorway,30,0.001168582,0.001163206,-5.38E-06
306578527,motorway,35,0.000960832,0.000956405,-4.43E-06
306578527,motorway,40,0.000868084,0.000863309,-4.78E-06
306578527,motorway,45,0.000832391,0.000827835,-4.56E-06
306578527,motorway,50,0.000712549,0.000708842,-3.71E-06
306578527,motorway,60,0.000561388,0.000559031,-2.36E-06
584179479,secondary,5,0.02318877,0.022943672,-0.000245098
584179479,secondary,10,0.005805815,0.00578983,-1.60E-05
584179479,secondary,15,0.001690053,0.001688524,-1.53E-06
584179479,secondary,20,0.00160262,0.001602372,-2.47E-07
584179479,secondary,25,0.001610494,0.001610462,-3.21E-08
584179479,secondary,30,0.001189493,0.001189478,-1.53E-08
584179479,secondary,35,0.001042822,0.00104281,-1.12E-08
584179479,secondary,40,0.000975058,0.000975049,-8.93E-09
584179479,secondary,45,0.000819501,0.000819494,-6.06E-09
584179479,secondary,50,0.000768491,0.000768487,-4.18E-09
584179479,secondary,60,0.000610144,0.000610142,-2.36E-09
43447179,secondary,5,0.00270197,0.002641505,-6.05E-05
43447179,secondary,10,0.002564917,0.002545315,-1.96E-05
43447179,secondary,15,0.001601577,0.001591347,-1.02E-05
43447179,secondary,20,0.00095046,0.000916841,-3.36E-05
43447179,secondary,25,0.000695534,0.000672962,-2.26E-05
43447179,secondary,30,0.000529255,0.000513912,-1.53E-05
43447179,secondary,35,0.000450632,0.000439386,-1.12E-05
43447179,secondary,40,0.000445587,0.000436692,-8.89E-06
43447179,secondary,45,0.000438901,0.000431169,-7.73E-06
43447179,secondary,50,0.000444897,0.000438196,-6.70E-06
43447179,secondary,60,0.000444317,0.000439873,-4.44E-06
26647643,motorway,5,0.006690924,0.006662969,-2.80E-05
26647643,motorway,10,0.005000164,0.004996971,-3.19E-06
26647643,motorway,15,0.003213931,0.003197967,-1.60E-05
26647643,motorway,20,0.00271337,0.002699205,-1.42E-05
26647643,motorway,25,0.002459307,0.002445646,-1.37E-05
26647643,motorway,30,0.00205395,0.002043107,-1.08E-05
26647643,motorway,35,0.001495289,0.001483849,-1.14E-05
26647643,motorway,40,0.001196567,0.001189531,-7.04E-06
26647643,motorway,45,0.000881146,0.000876217,-4.93E-06
26647643,motorway,50,0.000743816,0.000742421,-1.39E-06
26647643,motorway,60,0.000534659,0.000533755,-9.04E-07
213795140,motorway,5,0.003529084,0.003511176,-1.79E-05
213795140,motorway,10,0.002027466,0.002015928,-1.15E-05
213795140,motorway,15,0.001873636,0.001868362,-5.27E-06
213795140,motorway,20,0.001092033,0.001076424,-1.56E-05
213795140,motorway,25,0.000803606,0.000793503,-1.01E-05
213795140,motorway,30,0.000755521,0.000746704,-8.82E-06
213795140,motorway,35,0.000620356,0.000613456,-6.90E-06
213795140,motorway,40,0.000542866,0.00053716,-5.71E-06
213795140,motorway,45,0.000463021,0.000458716,-4.30E-06
213795140,motorway,50,0.000463783,0.000460665,-3.12E-06
213795140,motorway,60,0.000533146,0.000530631,-2.52E-06
23750997,motorway,5,0.003711063,0.003698842,-1.22E-05
23750997,motorway,10,0.003976947,0.003974051,-2.90E-06
23750997,motorway,15,0.002853606,0.002853098,-5.08E-07
23750997,motorway,20,0.002273444,0.002259602,-1.38E-05
23750997,motorway,25,0.001831556,0.001820047,-1.15E-05
23750997,motorway,30,0.001503609,0.00149413,-9.48E-06
23750997,motorway,35,0.001156215,0.001148842,-7.37E-06
23750997,motorway,40,0.000961647,0.000960305,-1.34E-06
23750997,motorway,45,0.00067906,0.000678243,-8.16E-07
23750997,motorway,50,0.000582321,0.000581663,-6.58E-07
23750997,motorway,60,0.000452976,0.000452567,-4.08E-07
26371569,motorway,5,0.006547101,0.006537286,-9.81E-06
26371569,motorway,10,0.003509588,0.003497774,-1.18E-05
26371569,motorway,15,0.00314967,0.003133463,-1.62E-05
26371569,motorway,20,0.002599304,0.002585016,-1.43E-05
26371569,motorway,25,0.002406378,0.002390737,-1.56E-05
26371569,motorway,30,0.002065539,0.002054186,-1.14E-05
26371569,motorway,35,0.001529419,0.001517483,-1.19E-05
26371569,motorway,40,0.000995343,0.00098915,-6.19E-06
26371569,motorway,45,0.000848141,0.000843004,-5.14E-06
26371569,motorway,50,0.000686531,0.000685099,-1.43E-06
26371569,motorway,60,0.000516289,0.000515358,-9.31E-07
143084368,track,5,0.005083018,0.005061107,-2.19E-05
143084368,track,10,0.001970708,0.001969959,-7.49E-07
143084368,track,15,0.001451104,0.001450694,-4.10E-07
143084368,track,20,0.001113498,0.001113331,-1.67E-07
143084368,track,25,0.00089558,0.000895492,-8.76E-08
143084368,track,30,0.001310276,0.001310231,-4.47E-08
143084368,track,35,0.000970478,0.000970464,-1.40E-08
143084368,track,40,0.000867874,0.000867865,-9.08E-09
143084368,track,45,0.000890803,0.000890795,-7.60E-09
143084368,track,50,0.000780496,0.00078049,-5.48E-09
143084368,track,60,0.000610785,0.000610783,-2.61E-09
32352251,motorway,5,0.005669314,0.005645186,-2.41E-05
32352251,motorway,10,0.001640147,0.001638523,-1.62E-06
32352251,motorway,15,0.001224991,0.001224047,-9.43E-07
32352251,motorway,20,0.000907602,0.000906937,-6.66E-07
32352251,motorway,25,0.000740114,0.000739671,-4.44E-07
32352251,motorway,30,0.000623064,0.000622643,-4.21E-07
32352251,motorway,35,0.000577706,0.000577329,-3.76E-07
32352251,motorway,40,0.00062057,0.00062035,-2.20E-07
32352251,motorway,45,0.000656825,0.000653091,-3.73E-06
32352251,motorway,50,0.00064797,0.000644877,-3.09E-06
32352251,motorway,60,0.000562867,0.000560706,-2.16E-06
32352254,motorway,5,0.002465804,0.002429965,-3.58E-05
32352254,motorway,10,0.001494892,0.001476784,-1.81E-05
32352254,motorway,15,0.001123436,0.001107226,-1.62E-05
32352254,motorway,20,0.000962106,0.000946244,-1.59E-05
32352254,motorway,25,0.000722589,0.000711641,-1.09E-05
32352254,motorway,30,0.000889613,0.000879646,-9.97E-06
32352254,motorway,35,0.000877943,0.000868441,-9.50E-06
32352254,motorway,40,0.000793136,0.000786681,-6.45E-06
32352254,motorway,45,0.000802097,0.000796037,-6.06E-06
32352254,motorway,50,0.00072574,0.000720864,-4.88E-06
32352254,motorway,60,0.000581869,0.00057876,-3.11E-06
108682536,track,5,0.003929169,0.003922428,-6.74E-06
108682536,track,10,0.001170663,0.001170426,-2.37E-07
108682536,track,15,0.001143675,0.001143621,-5.39E-08
108682536,track,20,0.000873612,0.00087358,-3.16E-08
108682536,track,25,0.000657655,0.000657634,-2.06E-08
108682536,track,30,0.00052706,0.000527047,-1.33E-08
108682536,track,35,0.00046107,0.000461064,-5.58E-09
108682536,track,40,0.000389674,0.00038967,-4.08E-09
108682536,track,45,0.000421333,0.00042133,-3.13E-09
108682536,track,50,0.000395389,0.000395387,-2.03E-09
108682536,track,60,0.000364407,0.000364406,-9.38E-10
785158186,motorway,5,0.002094416,0.002072226,-2.22E-05
785158186,motorway,10,0.001371378,0.001364427,-6.95E-06
785158186,motorway,15,0.000952342,0.000948074,-4.27E-06
785158186,motorway,20,0.000669102,0.000666153,-2.95E-06
785158186,motorway,25,0.000516549,0.000514415,-2.13E-06
785158186,motorway,30,0.000408098,0.000406601,-1.50E-06
785158186,motorway,35,0.000395975,0.000395152,-8.23E-07
785158186,motorway,40,0.000399888,0.000399169,-7.19E-07
785158186,motorway,45,0.000420338,0.000419761,-5.77E-07
785158186,motorway,50,0.000398174,0.000397691,-4.83E-07
785158186,motorway,60,0.000360249,0.000359965,-2.84E-07
111560692,track,5,0.006626776,0.006574759,-5.20E-05
111560692,track,10,0.001898113,0.001895643,-2.47E-06
111560692,track,15,0.001863543,0.001863428,-1.15E-07
111560692,track,20,0.001157494,0.001157438,-5.56E-08
111560692,track,25,0.000756854,0.000756831,-2.36E-08
111560692,track,30,0.000527676,0.000527665,-1.19E-08
111560692,track,35,0.000538942,0.000538935,-6.67E-09
111560692,track,40,0.000510423,0.000510418,-4.31E-09
111560692,track,45,0.00049529,0.000495287,-3.07E-09
111560692,track,50,0.000506983,0.000506981,-2.20E-09
111560692,track,60,0.00044689,0.000446889,-1.09E-09
108682257,track,5,0.003795868,0.003790461,-5.41E-06
108682257,track,10,0.001715857,0.001715703,-1.55E-07
108682257,track,15,0.001267701,0.001267646,-5.56E-08
108682257,track,20,0.000924597,0.000924563,-3.37E-08
108682257,track,25,0.000662367,0.000662346,-2.04E-08
108682257,track,30,0.000487906,0.000487893,-1.32E-08
108682257,track,35,0.00037202,0.000372013,-7.32E-09
108682257,track,40,0.000396371,0.000396367,-3.57E-09
108682257,track,45,0.000414148,0.000414146,-2.47E-09
108682257,track,50,0.000380448,0.000380447,-1.74E-09
108682257,track,60,0.000364162,0.000364161,-8.79E-10
136785710,track,5,0.006509565,0.006484505,-2.51E-05
136785710,track,10,0.002273715,0.002271094,-2.62E-06
136785710,track,15,0.00109199,0.001091596,-3.95E-07
136785710,track,20,0.000620005,0.000619947,-5.80E-08
136785710,track,25,0.000794424,0.000794411,-1.33E-08
136785710,track,30,0.00076738,0.000767374,-6.16E-09
136785710,track,35,0.000684582,0.000684578,-3.67E-09
136785710,track,40,0.000584785,0.000584783,-2.45E-09
136785710,track,45,0.00056571,0.000565708,-1.65E-09
136785710,track,50,0.000550296,0.000550294,-1.15E-09
136785710,track,60,0.000479802,0.000479801,-7.67E-10
785158186,motorway,5,0.002094416,0.002072226,-2.22E-05
785158186,motorway,10,0.001371378,0.001364427,-6.95E-06
785158186,motorway,15,0.000952342,0.000948074,-4.27E-06
785158186,motorway,20,0.000669102,0.000666153,-2.95E-06
785158186,motorway,25,0.000516549,0.000514415,-2.13E-06
785158186,motorway,30,0.000408098,0.000406601,-1.50E-06
785158186,motorway,35,0.000395975,0.000395152,-8.23E-07
785158186,motorway,40,0.000399888,0.000399169,-7.19E-07
785158186,motorway,45,0.000420338,0.000419761,-5.77E-07
785158186,motorway,50,0.000398174,0.000397691,-4.83E-07
785158186,motorway,60,0.000360249,0.000359965,-2.84E-07
485697495,track,5,0.004516071,0.004501682,-1.44E-05
485697495,track,10,0.002405517,0.002405247,-2.70E-07
485697495,track,15,0.001297449,0.001297373,-7.69E-08
485697495,track,20,0.000933782,0.000933737,-4.45E-08
485697495,track,25,0.000674948,0.00067492,-2.80E-08
485697495,track,30,0.000488505,0.000488488,-1.71E-08
485697495,track,35,0.000418616,0.000418605,-1.06E-08
485697495,track,40,0.000417788,0.000417783,-5.14E-09
485697495,track,45,0.000415467,0.000415464,-3.04E-09
485697495,track,50,0.000416515,0.000416513,-2.35E-09
485697495,track,60,0.000405367,0.000405366,-1.26E-09
28512639,motorway,5,0.00430836,0.004247314,-6.10E-05
28512639,motorway,10,0.001355557,0.001352392,-3.16E-06
28512639,motorway,15,0.001083337,0.001082182,-1.16E-06
28512639,motorway,20,0.000872103,0.000864034,-8.07E-06
28512639,motorway,25,0.000677857,0.000672318,-5.54E-06
28512639,motorway,30,0.000488227,0.000484216,-4.01E-06
28512639,motorway,35,0.000459264,0.00045532,-3.94E-06
28512639,motorway,40,0.000390742,0.000387244,-3.50E-06
28512639,motorway,45,0.000363821,0.000360888,-2.93E-06
28512639,motorway,50,0.000390443,0.000387499,-2.94E-06
28512639,motorway,60,0.000345216,0.000343133,-2.08E-06
48678266,track,5,0.004949,0.004933821,-1.52E-05
48678266,track,10,0.00279719,0.002796948,-2.43E-07
48678266,track,15,0.001755671,0.001755578,-9.32E-08
48678266,track,20,0.000975291,0.000975253,-3.80E-08
48678266,track,25,0.0006858,0.000685778,-2.21E-08
48678266,track,30,0.000491109,0.000491097,-1.18E-08
48678266,track,35,0.000442642,0.000442634,-8.29E-09
48678266,track,40,0.000417673,0.000417668,-4.77E-09
48678266,track,45,0.000445882,0.00044588,-2.23E-09
48678266,track,50,0.00043354,0.000433538,-1.83E-09
48678266,track,60,0.000409063,0.000409062,-9.85E-10
52436142,track,5,0.004314288,0.004298347,-1.59E-05
52436142,track,10,0.001345437,0.001344725,-7.13E-07
52436142,track,15,0.001132708,0.00113257,-1.38E-07
52436142,track,20,0.000871627,0.000871546,-8.09E-08
52436142,track,25,0.000679711,0.000679657,-5.44E-08
52436142,track,30,0.000540417,0.000540382,-3.48E-08
52436142,track,35,0.000453161,0.000453148,-1.38E-08
52436142,track,40,0.00039325,0.00039324,-9.94E-09
52436142,track,45,0.000414211,0.000414204,-7.55E-09
52436142,track,50,0.000383611,0.000383606,-4.98E-09
52436142,track,60,0.00034381,0.000343808,-2.42E-09
56045229,track,5,0.006845163,0.006791356,-5.38E-05
56045229,track,10,0.002360638,0.002352838,-7.80E-06
56045229,track,15,0.000916146,0.00091551,-6.36E-07
56045229,track,20,0.000763812,0.00076364,-1.72E-07
56045229,track,25,0.000805449,0.000805395,-5.42E-08
56045229,track,30,0.000867709,0.000867692,-1.71E-08
56045229,track,35,0.000695718,0.000695709,-9.68E-09
56045229,track,40,0.00067777,0.000677764,-6.35E-09
56045229,track,45,0.000636698,0.000636694,-3.72E-09
56045229,track,50,0.000590041,0.000590038,-2.82E-09
56045229,track,60,0.000519093,0.000519091,-1.84E-09
142013628,track,5,0.008006031,0.007981494,-2.45E-05
142013628,track,10,0.002417187,0.002414363,-2.82E-06
142013628,track,15,0.000975584,0.000975138,-4.46E-07
142013628,track,20,0.000652196,0.000652139,-5.72E-08
142013628,track,25,0.00076797,0.000767957,-1.26E-08
142013628,track,30,0.000770693,0.000770686,-6.35E-09
142013628,track,35,0.000663982,0.000663978,-3.61E-09
142013628,track,40,0.000561769,0.000561766,-2.40E-09
142013628,track,45,0.000547214,0.000547212,-1.75E-09
142013628,track,50,0.000528541,0.00052854,-1.14E-09
142013628,track,60,0.000481377,0.000481376,-7.64E-10
26616070,secondary,5,0.004363346,0.004016895,-0.000346451
26616070,secondary,10,0.001209546,0.001147703,-6.18E-05
26616070,secondary,15,0.00123568,0.001181881,-5.38E-05
26616070,secondary,20,0.00093248,0.000894867,-3.76E-05
26616070,secondary,25,0.000676893,0.000652153,-2.47E-05
26616070,secondary,30,0.000520657,0.000504147,-1.65E-05
26616070,secondary,35,0.000436606,0.000425444,-1.12E-05
26616070,secondary,40,0.00039869,0.000390425,-8.27E-06
26616070,secondary,45,0.000433705,0.000425783,-7.92E-06
26616070,secondary,50,0.000371393,0.000365258,-6.14E-06
26616070,secondary,60,0.000353707,0.000349276,-4.43E-06
104199720,track,5,0.006962093,0.006835993,-0.0001261
104199720,track,10,0.002447327,0.002434523,-1.28E-05
104199720,track,15,0.001078152,0.001075189,-2.96E-06
104199720,track,20,0.000720389,0.000719203,-1.19E-06
104199720,track,25,0.000700579,0.000699954,-6.25E-07
104199720,track,30,0.000802782,0.000802318,-4.63E-07
104199720,track,35,0.000680398,0.000680077,-3.22E-07
104199720,track,40,0.000604402,0.000604154,-2.49E-07
104199720,track,45,0.000571199,0.000571011,-1.88E-07
104199720,track,50,0.000560172,0.000560024,-1.49E-07
104199720,track,60,0.000487719,0.000487605,-1.14E-07
56045216,track,5,0.007797196,0.007791199,-6.00E-06
56045216,track,10,0.001928445,0.001927953,-4.92E-07
56045216,track,15,0.001544429,0.001544228,-2.01E-07
56045216,track,20,0.001024756,0.001024671,-8.49E-08
56045216,track,25,0.000898359,0.000898325,-3.44E-08
56045216,track,30,0.000762138,0.000762125,-1.32E-08
56045216,track,35,0.000614975,0.000614969,-6.47E-09
56045216,track,40,0.000562939,0.000562935,-4.01E-09
56045216,track,45,0.00061861,0.000618608,-2.00E-09
56045216,track,50,0.000629774,0.000629773,-1.34E-09
56045216,track,60,0.00058652,0.000586519,-8.00E-10
111986870,secondary,5,0.006802397,0.006641074,-0.000161323
111986870,secondary,10,0.002104333,0.002089774,-1.46E-05
111986870,secondary,15,0.001626671,0.001625964,-7.07E-07
111986870,secondary,20,0.001081634,0.001081404,-2.30E-07
111986870,secondary,25,0.000718788,0.000718684,-1.04E-07
111986870,secondary,30,0.000542384,0.000542332,-5.22E-08
111986870,secondary,35,0.000578903,0.000578877,-2.57E-08
111986870,secondary,40,0.00050381,0.000503791,-1.90E-08
111986870,secondary,45,0.000493219,0.000493205,-1.39E-08
111986870,secondary,50,0.000541207,0.000541197,-9.40E-09
111986870,secondary,60,0.000456249,0.000456244,-5.03E-09
23990737,motorway,5,0.001813563,0.001796623,-1.69E-05
23990737,motorway,10,0.001287422,0.001285725,-1.70E-06
23990737,motorway,15,0.000921291,0.00092011,-1.18E-06
23990737,motorway,20,0.000618795,0.000617085,-1.71E-06
23990737,motorway,25,0.000544861,0.000543527,-1.33E-06
23990737,motorway,30,0.00051531,0.000514245,-1.06E-06
23990737,motorway,35,0.000448635,0.000447889,-7.46E-07
23990737,motorway,40,0.000426993,0.000426357,-6.36E-07
23990737,motorway,45,0.000463289,0.000462847,-4.42E-07
23990737,motorway,50,0.00043326,0.000431241,-2.02E-06
23990737,motorway,60,0.000395258,0.000393653,-1.61E-06
27765806,secondary,5,0.00665202,0.006502537,-0.000149483
27765806,secondary,10,0.002042248,0.001979651,-6.26E-05
27765806,secondary,15,0.001970499,0.001952431,-1.81E-05
27765806,secondary,20,0.001209973,0.001200044,-9.93E-06
27765806,secondary,25,0.000781383,0.000771122,-1.03E-05
27765806,secondary,30,0.00051682,0.000510715,-6.10E-06
27765806,secondary,35,0.000545369,0.000539082,-6.29E-06
27765806,secondary,40,0.000520168,0.000514686,-5.48E-06
27765806,secondary,45,0.00046984,0.000465436,-4.40E-06
27765806,secondary,50,0.00052807,0.000524604,-3.47E-06
27765806,secondary,60,0.000449827,0.000447777,-2.05E-06
56045231,track,5,0.004981143,0.004967784,-1.34E-05
56045231,track,10,0.002631676,0.002631442,-2.34E-07
56045231,track,15,0.001420313,0.001420232,-8.13E-08
56045231,track,20,0.000973991,0.000973948,-4.28E-08
56045231,track,25,0.00067875,0.000678725,-2.48E-08
56045231,track,30,0.000469624,0.00046961,-1.41E-08
56045231,track,35,0.000411465,0.000411456,-9.15E-09
56045231,track,40,0.000356688,0.000356682,-5.34E-09
56045231,track,45,0.000432505,0.000432503,-2.54E-09
56045231,track,50,0.000430521,0.000430519,-2.08E-09
56045231,track,60,0.000409905,0.000409904,-1.13E-09
54256318,service,5,0.006557356,0.00649451,-6.28E-05
54256318,service,10,0.002276002,0.002271331,-4.67E-06
54256318,service,15,0.001572521,0.00157229,-2.31E-07
54256318,service,20,0.001203295,0.001203216,-7.89E-08
54256318,service,25,0.000812343,0.000812312,-3.15E-08
54256318,service,30,0.000517251,0.000517236,-1.47E-08
54256318,service,35,0.000578938,0.00057893,-7.56E-09
54256318,service,40,0.000521113,0.000521108,-5.51E-09
54256318,service,45,0.0004834,0.000483396,-4.09E-09
54256318,service,50,0.000529061,0.000529059,-2.78E-09
54256318,service,60,0.000443143,0.000443141,-1.41E-09
785158186,motorway,5,0.002094416,0.002072226,-2.22E-05
785158186,motorway,10,0.001371378,0.001364427,-6.95E-06
785158186,motorway,15,0.000952342,0.000948074,-4.27E-06
785158186,motorway,20,0.000669102,0.000666153,-2.95E-06
785158186,motorway,25,0.000516549,0.000514415,-2.13E-06
785158186,motorway,30,0.000408098,0.000406601,-1.50E-06
785158186,motorway,35,0.000395975,0.000395152,-8.23E-07
785158186,motorway,40,0.000399888,0.000399169,-7.19E-07
785158186,motorway,45,0.000420338,0.000419761,-5.77E-07
785158186,motorway,50,0.000398174,0.000397691,-4.83E-07
785158186,motorway,60,0.000360249,0.000359965,-2.84E-07
400456850,motorway,5,0.008670886,0.008610578,-6.03E-05
400456850,motorway,10,0.004005415,0.003907446,-9.80E-05
400456850,motorway,15,0.001551569,0.001518913,-3.27E-05
400456850,motorway,20,0.001189928,0.001160914,-2.90E-05
400456850,motorway,25,0.000932643,0.000912308,-2.03E-05
400456850,motorway,30,0.00071774,0.000701048,-1.67E-05
400456850,motorway,35,0.000599336,0.000587641,-1.17E-05
400456850,motorway,40,0.000517981,0.000508311,-9.67E-06
